Year,Month,Day,Hour,Minute,Total
2008,11,7,4,30,181548
2008,11,7,4,40,168787
2008,11,7,4,50,163419
2008,11,7,5,0,167512
2008,11,7,5,10,184404
2008,11,7,5,20,204556
2008,11,7,5,30,231619
2008,11,7,5,40,244918
2008,11,7,5,50,256873
2008,11,7,6,0,277774
2008,11,7,6,10,281785
2008,11,7,6,20,281041
2008,11,7,6,30,267399
2008,11,7,6,40,263561
2008,11,7,6,50,263547
2008,11,7,7,0,250665
2008,11,7,7,10,231729
2008,11,7,7,20,232015
2008,11,7,7,30,244602
2008,11,7,7,40,248962
2008,11,7,7,50,238775
2008,11,7,8,0,234536
2008,11,7,8,10,241393
2008,11,7,8,20,237848
2008,11,7,8,30,228667
2008,11,7,8,40,227527
2008,11,7,8,50,233485
2008,11,7,9,0,250347
2008,11,7,9,10,275563
2008,11,7,9,20,283527
2008,11,7,9,30,284514
2008,11,7,9,40,285626
2008,11,7,9,50,286085
2008,11,7,10,0,285658
2008,11,7,10,10,285710
2008,11,7,10,20,285915
2008,11,7,10,30,284764
2008,11,7,10,40,283838
2008,11,7,10,50,285024
2008,11,7,11,0,285610
2008,11,7,11,10,284953
2008,11,7,11,20,284908
2008,11,7,11,30,286229
2008,11,7,11,40,286129
2008,11,7,11,50,286191
2008,11,7,12,0,286590
2008,11,7,12,10,286254
2008,11,7,12,20,286472
2008,11,7,12,30,286355
2008,11,7,12,40,285912
2008,11,7,12,50,286163
2008,11,7,13,0,286043
2008,11,7,13,10,285924
2008,11,7,13,20,286100
2008,11,7,13,30,286779
2008,11,7,13,40,286519
2008,11,7,13,50,285211
2008,11,7,14,0,285453
2008,11,7,14,10,286252
2008,11,7,14,20,287018
2008,11,7,14,30,286037
2008,11,7,14,40,286278
2008,11,7,14,50,288948
2008,11,7,15,0,289084
2008,11,7,15,10,289679
2008,11,7,15,20,289366
2008,11,7,15,30,285388
2008,11,7,15,40,278903
2008,11,7,15,50,280815
2008,11,7,16,0,284791
2008,11,7,16,10,287154
2008,11,7,16,20,288586
2008,11,7,16,30,286285
2008,11,7,16,40,281724
2008,11,7,16,50,268812
2008,11,7,17,0,253788
2008,11,7,17,10,248400
2008,11,7,17,20,224247
2008,11,7,17,30,201350
2008,11,7,17,40,191661
2008,11,7,17,50,207497
2008,11,7,18,0,228621
2008,11,7,18,10,243472
2008,11,7,18,20,255098
2008,11,7,18,30,268905
2008,11,7,18,40,280059
2008,11,7,18,50,282239
2008,11,7,19,0,279132
2008,11,7,19,10,271784
2008,11,7,19,20,261737
2008,11,7,19,30,256079
2008,11,7,19,40,253359
2008,11,7,19,50,241905
2008,11,7,20,0,228723
2008,11,7,20,10,223269
2008,11,7,20,20,217202
2008,11,7,20,30,201938
2008,11,7,20,40,196965
2008,11,7,20,50,199788
2008,11,7,21,0,192473
2008,11,7,21,10,193914
2008,11,7,21,20,188975
2008,11,7,21,30,187490
2008,11,7,21,40,184465
2008,11,7,21,50,183158
2008,11,7,22,0,177897
2008,11,7,22,10,168896
2008,11,7,22,20,162224
2008,11,7,22,30,151476
2008,11,7,22,40,160360
2008,11,7,22,50,163865
2008,11,7,23,0,168649
2008,11,7,23,10,177150
2008,11,7,23,20,180518
2008,11,7,23,30,192409
2008,11,7,23,40,199796
2008,11,7,23,50,221008
2008,11,8,0,0,246419
2008,11,8,0,10,261901
2008,11,8,0,20,268382
2008,11,8,0,30,270928
2008,11,8,0,40,270093
2008,11,8,0,50,271946
2008,11,8,1,0,269356
2008,11,8,1,10,264650
2008,11,8,1,20,267739
2008,11,8,1,30,266143
2008,11,8,1,40,269190
2008,11,8,1,50,263575
2008,11,8,2,0,258270
2008,11,8,2,10,267411
2008,11,8,2,20,275833
2008,11,8,2,30,278623
2008,11,8,2,40,264951
2008,11,8,2,50,253174
2008,11,8,3,0,235601
2008,11,8,3,10,223574
2008,11,8,3,20,217617
2008,11,8,3,30,211288
2008,11,8,3,40,207514
2008,11,8,3,50,197487
2008,11,8,4,0,186681
2008,11,8,4,10,181463
2008,11,8,4,20,169262
2008,11,8,4,30,165091
2008,11,8,4,40,172152
2008,11,8,4,50,175926
2008,11,8,5,0,173385
2008,11,8,5,10,177978
2008,11,8,5,20,172596
2008,11,8,5,30,171480
2008,11,8,5,40,184424
2008,11,8,5,50,188810
2008,11,8,6,0,187976
2008,11,8,6,10,195754
2008,11,8,6,20,193315
2008,11,8,6,30,188255
2008,11,8,6,40,188177
2008,11,8,6,50,193651
2008,11,8,7,0,197182
2008,11,8,7,10,199550
2008,11,8,7,20,201342
2008,11,8,7,30,209905
2008,11,8,7,40,212598
2008,11,8,7,50,204559
2008,11,8,8,0,188560
2008,11,8,8,10,161792
2008,11,8,8,20,136835
2008,11,8,8,30,123270
2008,11,8,8,40,99838
2008,11,8,8,50,87002
2008,11,8,9,0,92093
2008,11,8,9,10,87432
2008,11,8,9,20,84143
2008,11,8,9,30,89261
2008,11,8,9,40,84077
2008,11,8,9,50,80342
2008,11,8,10,0,70801
2008,11,8,10,10,64078
2008,11,8,10,20,57823
2008,11,8,10,30,52756
2008,11,8,10,40,54670
2008,11,8,10,50,51978
2008,11,8,11,0,52247
2008,11,8,11,10,48389
2008,11,8,11,20,31054
2008,11,8,11,30,26983
2008,11,8,11,40,28745
2008,11,8,11,50,25510
2008,11,8,12,0,19498
2008,11,8,12,10,13452
2008,11,8,12,20,11709
2008,11,8,12,30,3813
2008,11,8,12,40,2310
2008,11,8,12,50,4431
2008,11,8,13,0,3584
2008,11,8,13,10,495
2008,11,8,13,20,-1659
2008,11,8,13,30,-2103
2008,11,8,13,40,-2214
2008,11,8,13,50,-2589
2008,11,8,14,0,-2457
2008,11,8,14,10,-2674
2008,11,8,14,20,-2595
2008,11,8,14,30,-2575
2008,11,8,14,40,-2453
2008,11,8,14,50,-2545
2008,11,8,15,0,-2714
2008,11,8,15,10,-2468
2008,11,8,15,20,-2659
2008,11,8,15,30,-2575
2008,11,8,15,40,-2063
2008,11,8,15,50,-1770
2008,11,8,16,0,-1202
2008,11,8,16,10,-2124
2008,11,8,16,20,-2424
2008,11,8,16,30,-2078
2008,11,8,16,40,-2358
2008,11,8,16,50,-1881
2008,11,8,17,0,-678
2008,11,8,17,10,-836
2008,11,8,17,20,-1168
2008,11,8,17,30,-786
2008,11,8,17,40,366
2008,11,8,17,50,2724
2008,11,8,18,0,2859
2008,11,8,18,10,3058
2008,11,8,18,20,3016
2008,11,8,18,30,4066
2008,11,8,18,40,6504
2008,11,8,18,50,8768
2008,11,8,19,0,12245
2008,11,8,19,10,13042
2008,11,8,19,20,14733
2008,11,8,19,30,14394
2008,11,8,19,40,14708
2008,11,8,19,50,16372
2008,11,8,20,0,21618
2008,11,8,20,10,28982
2008,11,8,20,20,32742
2008,11,8,20,30,36842
2008,11,8,20,40,37572
2008,11,8,20,50,40077
2008,11,8,21,0,45288
2008,11,8,21,10,51308
2008,11,8,21,20,53504
2008,11,8,21,30,51514
2008,11,8,21,40,50231
2008,11,8,21,50,49841
2008,11,8,22,0,49853
2008,11,8,22,10,55460
2008,11,8,22,20,62311
2008,11,8,22,30,62915
2008,11,8,22,40,62756
2008,11,8,22,50,60980
2008,11,8,23,0,56902
2008,11,8,23,10,55187
2008,11,8,23,20,52814
2008,11,8,23,30,51913
2008,11,8,23,40,52076
2008,11,8,23,50,46778
2008,11,9,0,0,44653
2008,11,9,0,10,43432
2008,11,9,0,20,47144
2008,11,9,0,30,53646
2008,11,9,0,40,59495
2008,11,9,0,50,63269
2008,11,9,1,0,64812
2008,11,9,1,10,70550
2008,11,9,1,20,74908
2008,11,9,1,30,73653
2008,11,9,1,40,72097
2008,11,9,1,50,74270
2008,11,9,2,0,77667
2008,11,9,2,10,82811
2008,11,9,2,20,86958
2008,11,9,2,30,85668
2008,11,9,2,40,84575
2008,11,9,2,50,77648
2008,11,9,3,0,71847
2008,11,9,3,10,70245
2008,11,9,3,20,69637
2008,11,9,3,30,67694
2008,11,9,3,40,62150
2008,11,9,3,50,51652
2008,11,9,4,0,39326
2008,11,9,4,10,33700
2008,11,9,4,20,32616
2008,11,9,4,30,24701
2008,11,9,4,40,16418
2008,11,9,4,50,10235
2008,11,9,5,0,5468
2008,11,9,5,10,1852
2008,11,9,5,20,-779
2008,11,9,5,30,-706
2008,11,9,5,40,-433
2008,11,9,5,50,-249
2008,11,9,6,0,137
2008,11,9,6,10,-562
2008,11,9,6,20,376
2008,11,9,6,30,1154
2008,11,9,6,40,58
2008,11,9,6,50,-1971
2008,11,9,7,0,-1389
2008,11,9,7,10,-1389
2008,11,9,7,20,-1955
2008,11,9,7,30,-2586
2008,11,9,7,40,-2493
2008,11,9,7,50,-2603
2008,11,9,8,0,-2510
2008,11,9,8,10,-2637
2008,11,9,8,20,-2570
2008,11,9,8,30,-2614
2008,11,9,8,40,-2552
2008,11,9,8,50,-2430
2008,11,9,9,0,-2572
2008,11,9,9,10,-2713
2008,11,9,9,20,-2439
2008,11,9,9,30,-2390
2008,11,9,9,40,-2429
2008,11,9,9,50,-2468
2008,11,9,10,0,-2507
2008,11,9,10,10,-2546
2008,11,9,10,20,-2584
2008,11,9,10,30,-2623
2008,11,9,10,40,-2662
2008,11,9,10,50,-2701
2008,11,9,11,0,-2740
2008,11,9,11,10,-2779
2008,11,9,11,20,-2542
2008,11,9,11,30,-2640
2008,11,9,11,40,-2564
2008,11,9,11,50,-2590
2008,11,9,12,0,-2563
2008,11,9,12,10,-2422
2008,11,9,12,20,-1610
2008,11,9,12,30,-462
2008,11,9,12,40,2673
2008,11,9,12,50,6103
2008,11,9,13,0,10825
2008,11,9,13,10,11658
2008,11,9,13,20,12119
2008,11,9,13,30,11683
2008,11,9,13,40,13822
2008,11,9,13,50,13829
2008,11,9,14,0,14028
2008,11,9,14,10,17103
2008,11,9,14,20,20881
2008,11,9,14,30,24633
2008,11,9,14,40,27269
2008,11,9,14,50,29725
2008,11,9,15,0,32818
2008,11,9,15,10,38543
2008,11,9,15,20,44695
2008,11,9,15,30,51137
2008,11,9,15,40,56216
2008,11,9,15,50,56584
2008,11,9,16,0,56584
2008,11,9,16,10,58523
2008,11,9,16,20,59846
2008,11,9,16,30,72803
2008,11,9,16,40,95003
2008,11,9,16,50,106716
2008,11,9,17,0,114225
2008,11,9,17,10,124903
2008,11,9,17,20,140701
2008,11,9,17,30,155307
2008,11,9,17,40,162550
2008,11,9,17,50,159678
2008,11,9,18,0,148998
2008,11,9,18,10,155268
2008,11,9,18,20,163570
2008,11,9,18,30,167671
2008,11,9,18,40,162680
2008,11,9,18,50,159349
2008,11,9,19,0,158785
2008,11,9,19,10,162069
2008,11,9,19,20,157141
2008,11,9,19,30,155713
2008,11,9,19,40,166717
2008,11,9,19,50,175555
2008,11,9,20,0,169822
2008,11,9,20,10,167737
2008,11,9,20,20,165874
2008,11,9,20,30,156852
2008,11,9,20,40,162509
2008,11,9,20,50,159033
2008,11,9,21,0,156148
2008,11,9,21,10,169739
2008,11,9,21,20,173373
2008,11,9,21,30,148845
2008,11,9,21,40,141334
2008,11,9,21,50,135345
2008,11,9,22,0,132579
2008,11,9,22,10,118021
2008,11,9,22,20,92053
2008,11,9,22,30,75757
2008,11,9,22,40,79587
2008,11,9,22,50,82530
2008,11,9,23,0,87969
2008,11,9,23,10,88388
2008,11,9,23,20,81576
2008,11,9,23,30,77207
2008,11,9,23,40,81575
2008,11,9,23,50,76457
2008,11,10,0,0,68882
2008,11,10,0,10,62555
2008,11,10,0,20,63809
2008,11,10,0,30,69262
2008,11,10,0,40,73264
2008,11,10,0,50,77027
2008,11,10,1,0,74730
2008,11,10,1,10,66465
2008,11,10,1,20,66332
2008,11,10,1,30,72633
2008,11,10,1,40,67706
2008,11,10,1,50,64701
2008,11,10,2,0,59549
2008,11,10,2,10,50269
2008,11,10,2,20,46695
2008,11,10,2,30,39282
2008,11,10,2,40,28264
2008,11,10,2,50,21769
2008,11,10,3,0,31821
2008,11,10,3,10,44145
2008,11,10,3,20,47662
2008,11,10,3,30,51840
2008,11,10,3,40,51560
2008,11,10,3,50,44287
2008,11,10,4,0,22524
2008,11,10,4,10,5080
2008,11,10,4,20,-1306
2008,11,10,4,30,-3212
2008,11,10,4,40,-2180
2008,11,10,4,50,4724
2008,11,10,5,0,4616
2008,11,10,5,10,131
2008,11,10,5,20,-2468
2008,11,10,5,30,-3011
2008,11,10,5,40,-2580
2008,11,10,5,50,-1553
2008,11,10,6,0,2608
2008,11,10,6,10,1084
2008,11,10,6,20,-1764
2008,11,10,6,30,-2824
2008,11,10,6,40,-3028
2008,11,10,6,50,-3182
2008,11,10,7,0,-3091
2008,11,10,7,10,-2972
2008,11,10,7,20,-2776
2008,11,10,7,30,-2054
2008,11,10,7,40,-1083
2008,11,10,7,50,-1220
2008,11,10,8,0,-2184
2008,11,10,8,10,-2610
2008,11,10,8,20,-2575
2008,11,10,8,30,-2515
2008,11,10,8,40,-2125
2008,11,10,8,50,634
2008,11,10,9,0,2498
2008,11,10,9,10,-188
2008,11,10,9,20,-674
2008,11,10,9,30,-28
2008,11,10,9,40,5285
2008,11,10,9,50,7506
2008,11,10,10,0,-633
2008,11,10,10,10,-739
2008,11,10,10,20,-2106
2008,11,10,10,30,-2611
2008,11,10,10,40,-2558
2008,11,10,10,50,-2561
2008,11,10,11,0,-2107
2008,11,10,11,10,-1354
2008,11,10,11,20,-1283
2008,11,10,11,30,-1312
2008,11,10,11,40,-1490
2008,11,10,11,50,-1620
2008,11,10,12,0,-1636
2008,11,10,12,10,-1110
2008,11,10,12,20,255
2008,11,10,12,30,1241
2008,11,10,12,40,2702
2008,11,10,12,50,8947
2008,11,10,13,0,15259
2008,11,10,13,10,17639
2008,11,10,13,20,14342
2008,11,10,13,30,13635
2008,11,10,13,40,8953
2008,11,10,13,50,4812
2008,11,10,14,0,7121
2008,11,10,14,10,11309
2008,11,10,14,20,11982
2008,11,10,14,30,14673
2008,11,10,14,40,18696
2008,11,10,14,50,19380
2008,11,10,15,0,22365
2008,11,10,15,10,20971
2008,11,10,15,20,17355
2008,11,10,15,30,11073
2008,11,10,15,40,8419
2008,11,10,15,50,3690
2008,11,10,16,0,1033
2008,11,10,16,10,-435
2008,11,10,16,20,-1361
2008,11,10,16,30,-1488
2008,11,10,16,40,-157
2008,11,10,16,50,238
2008,11,10,17,0,-55
2008,11,10,17,10,-574
2008,11,10,17,20,-1177
2008,11,10,17,30,-2680
2008,11,10,17,40,-3014
2008,11,10,17,50,-3013
2008,11,10,18,0,-2720
2008,11,10,18,10,-2576
2008,11,10,18,20,-2433
2008,11,10,18,30,-2556
2008,11,10,18,40,-2564
2008,11,10,18,50,-2563
2008,11,10,19,0,-2581
2008,11,10,19,10,-2572
2008,11,10,19,20,-2571
2008,11,10,19,30,-2581
2008,11,10,19,40,-2563
2008,11,10,19,50,-2588
2008,11,10,20,0,-2578
2008,11,10,20,10,-2567
2008,11,10,20,20,-2828
2008,11,10,20,30,-2913
2008,11,10,20,40,-2985
2008,11,10,20,50,-3058
2008,11,10,21,0,-3130
2008,11,10,21,10,-3202
2008,11,10,21,20,-3154
2008,11,10,21,30,-3045
2008,11,10,21,40,-3045
2008,11,10,21,50,-3111
2008,11,10,22,0,-3126
2008,11,10,22,10,-2953
2008,11,10,22,20,-3046
2008,11,10,22,30,-3089
2008,11,10,22,40,-2935
2008,11,10,22,50,-1934
2008,11,10,23,0,-1351
2008,11,10,23,10,-2277
2008,11,10,23,20,-1745
2008,11,10,23,30,-1100
2008,11,10,23,40,-707
2008,11,10,23,50,145
2008,11,11,0,0,1348
2008,11,11,0,10,763
2008,11,11,0,20,1256
2008,11,11,0,30,756
2008,11,11,0,40,-631
2008,11,11,0,50,-177
2008,11,11,1,0,208
2008,11,11,1,10,2238
2008,11,11,1,20,4410
2008,11,11,1,30,10534
2008,11,11,1,40,24048
2008,11,11,1,50,23474
2008,11,11,2,0,23109
2008,11,11,2,10,23754
2008,11,11,2,20,25680
2008,11,11,2,30,31300
2008,11,11,2,40,37223
2008,11,11,2,50,38171
2008,11,11,3,0,40459
2008,11,11,3,10,41119
2008,11,11,3,20,36376
2008,11,11,3,30,28815
2008,11,11,3,40,22711
2008,11,11,3,50,24612
2008,11,11,4,0,24678
2008,11,11,4,10,24644
2008,11,11,4,20,25029
2008,11,11,4,30,22898
2008,11,11,4,40,26299
2008,11,11,4,50,25485
2008,11,11,5,0,22295
2008,11,11,5,10,17785
2008,11,11,5,20,14763
2008,11,11,5,30,12330
2008,11,11,5,40,10215
2008,11,11,5,50,11609
2008,11,11,6,0,13366
2008,11,11,6,10,19595
2008,11,11,6,20,30320
2008,11,11,6,30,37949
2008,11,11,6,40,43373
2008,11,11,6,50,56177
2008,11,11,7,0,66777
2008,11,11,7,10,66569
2008,11,11,7,20,66148
2008,11,11,7,30,70826
2008,11,11,7,40,68760
2008,11,11,7,50,65180
2008,11,11,8,0,65405
2008,11,11,8,10,71906
2008,11,11,8,20,80950
2008,11,11,8,30,89328
2008,11,11,8,40,94823
2008,11,11,8,50,104167
2008,11,11,9,0,113560
2008,11,11,9,10,125401
2008,11,11,9,20,130971
2008,11,11,9,30,132850
2008,11,11,9,40,137338
2008,11,11,9,50,139401
2008,11,11,10,0,139990
2008,11,11,10,10,149089
2008,11,11,10,20,169194
2008,11,11,10,30,173949
2008,11,11,10,40,181238
2008,11,11,10,50,194774
2008,11,11,11,0,204805
2008,11,11,11,10,212990
2008,11,11,11,20,232450
2008,11,11,11,30,245722
2008,11,11,11,40,254096
2008,11,11,11,50,253594
2008,11,11,12,0,253986
2008,11,11,12,10,239585
2008,11,11,12,20,231306
2008,11,11,12,30,237846
2008,11,11,12,40,236448
2008,11,11,12,50,227252
2008,11,11,13,0,225820
2008,11,11,13,10,224335
2008,11,11,13,20,226852
2008,11,11,13,30,215103
2008,11,11,13,40,213588
2008,11,11,13,50,200018
2008,11,11,14,0,197319
2008,11,11,14,10,205765
2008,11,11,14,20,199791
2008,11,11,14,30,195162
2008,11,11,14,40,201107
2008,11,11,14,50,209693
2008,11,11,15,0,196207
2008,11,11,15,10,181722
2008,11,11,15,20,176155
2008,11,11,15,30,187804
2008,11,11,15,40,183536
2008,11,11,15,50,182561
2008,11,11,16,0,157262
2008,11,11,16,10,128090
2008,11,11,16,20,120767
2008,11,11,16,30,125258
2008,11,11,16,40,142221
2008,11,11,16,50,151365
2008,11,11,17,0,165426
2008,11,11,17,10,196337
2008,11,11,17,20,220325
2008,11,11,17,30,228289
2008,11,11,17,40,222050
2008,11,11,17,50,203575
2008,11,11,18,0,182056
2008,11,11,18,10,154453
2008,11,11,18,20,140646
2008,11,11,18,30,143039
2008,11,11,18,40,148459
2008,11,11,18,50,150308
2008,11,11,19,0,141819
2008,11,11,19,10,129758
2008,11,11,19,20,106594
2008,11,11,19,30,95802
2008,11,11,19,40,101882
2008,11,11,19,50,106436
2008,11,11,20,0,92921
2008,11,11,20,10,108144
2008,11,11,20,20,128782
2008,11,11,20,30,158665
2008,11,11,20,40,170636
2008,11,11,20,50,176962
2008,11,11,21,0,173539
2008,11,11,21,10,181366
2008,11,11,21,20,192745
2008,11,11,21,30,202464
2008,11,11,21,40,200518
2008,11,11,21,50,180891
2008,11,11,22,0,158719
2008,11,11,22,10,140195
2008,11,11,22,20,118035
2008,11,11,22,30,87405
2008,11,11,22,40,71810
2008,11,11,22,50,71057
2008,11,11,23,0,68046
2008,11,11,23,10,66019
2008,11,11,23,20,79478
2008,11,11,23,30,92251
2008,11,11,23,40,87665
2008,11,11,23,50,77420
2008,11,12,0,0,59654
2008,11,12,0,10,51890
2008,11,12,0,20,46727
2008,11,12,0,30,41110
2008,11,12,0,40,34673
2008,11,12,0,50,29403
2008,11,12,1,0,27243
2008,11,12,1,10,23175
2008,11,12,1,20,18092
2008,11,12,1,30,11318
2008,11,12,1,40,8572
2008,11,12,1,50,4930
2008,11,12,2,0,3005
2008,11,12,2,10,1826
2008,11,12,2,20,3813
2008,11,12,2,30,13722
2008,11,12,2,40,44263
2008,11,12,2,50,56487
2008,11,12,3,0,71881
2008,11,12,3,10,94765
2008,11,12,3,20,135862
2008,11,12,3,30,160145
2008,11,12,3,40,150267
2008,11,12,3,50,141952
2008,11,12,4,0,158224
2008,11,12,4,10,222499
2008,11,12,4,20,268254
2008,11,12,4,30,238176
2008,11,12,4,40,156779
2008,11,12,4,50,100291
2008,11,12,5,0,72557
2008,11,12,5,10,65704
2008,11,12,5,20,72113
2008,11,12,5,30,91069
2008,11,12,5,40,126324
2008,11,12,5,50,156012
2008,11,12,6,0,177543
2008,11,12,6,10,188758
2008,11,12,6,20,183112
2008,11,12,6,30,161216
2008,11,12,6,40,150187
2008,11,12,6,50,170000
2008,11,12,7,0,174987
2008,11,12,7,10,158194
2008,11,12,7,20,155147
2008,11,12,7,30,159713
2008,11,12,7,40,156275
2008,11,12,7,50,137812
2008,11,12,8,0,106919
2008,11,12,8,10,93500
2008,11,12,8,20,107047
2008,11,12,8,30,135972
2008,11,12,8,40,150722
2008,11,12,8,50,157242
2008,11,12,9,0,164706
2008,11,12,9,10,182592
2008,11,12,9,20,197252
2008,11,12,9,30,244058
2008,11,12,9,40,277611
2008,11,12,9,50,277332
2008,11,12,10,0,269428
2008,11,12,10,10,270527
2008,11,12,10,20,257472
2008,11,12,10,30,248672
2008,11,12,10,40,250495
2008,11,12,10,50,240855
2008,11,12,11,0,225073
2008,11,12,11,10,212058
2008,11,12,11,20,198212
2008,11,12,11,30,180489
2008,11,12,11,40,164088
2008,11,12,11,50,134190
2008,11,12,12,0,110021
2008,11,12,12,10,102803
2008,11,12,12,20,100087
2008,11,12,12,30,106264
2008,11,12,12,40,103989
2008,11,12,12,50,112610
2008,11,12,13,0,131942
2008,11,12,13,10,157794
2008,11,12,13,20,180261
2008,11,12,13,30,197197
2008,11,12,13,40,210128
2008,11,12,13,50,210759
2008,11,12,14,0,226653
2008,11,12,14,10,252809
2008,11,12,14,20,254937
2008,11,12,14,30,223904
2008,11,12,14,40,206426
2008,11,12,14,50,186185
2008,11,12,15,0,161794
2008,11,12,15,10,126348
2008,11,12,15,20,94657
2008,11,12,15,30,78033
2008,11,12,15,40,75271
2008,11,12,15,50,71355
2008,11,12,16,0,66544
2008,11,12,16,10,61483
2008,11,12,16,20,57628
2008,11,12,16,30,53178
2008,11,12,16,40,52200
2008,11,12,16,50,38402
2008,11,12,17,0,25012
2008,11,12,17,10,21180
2008,11,12,17,20,14775
2008,11,12,17,30,14654
2008,11,12,17,40,31852
2008,11,12,17,50,59877
2008,11,12,18,0,106299
2008,11,12,18,10,182329
2008,11,12,18,20,244938
2008,11,12,18,30,251718
2008,11,12,18,40,257802
2008,11,12,18,50,237931
2008,11,12,19,0,241473
2008,11,12,19,10,255864
2008,11,12,19,20,272871
2008,11,12,19,30,278853
2008,11,12,19,40,284293
2008,11,12,19,50,288882
2008,11,12,20,0,288114
2008,11,12,20,10,289401
2008,11,12,20,20,290699
2008,11,12,20,30,291364
2008,11,12,20,40,289484
2008,11,12,20,50,281425
2008,11,12,21,0,277116
2008,11,12,21,10,261968
2008,11,12,21,20,249140
2008,11,12,21,30,236751
2008,11,12,21,40,240653
2008,11,12,21,50,253321
2008,11,12,22,0,263446
2008,11,12,22,10,278455
2008,11,12,22,20,278814
2008,11,12,22,30,280250
2008,11,12,22,40,284251
2008,11,12,22,50,284156
2008,11,12,23,0,272544
2008,11,12,23,10,251498
2008,11,12,23,20,233717
2008,11,12,23,30,206834
2008,11,12,23,40,191799
2008,11,12,23,50,183368
2008,11,13,0,0,181857
2008,11,13,0,10,196858
2008,11,13,0,20,206213
2008,11,13,0,30,197756
2008,11,13,0,40,203738
2008,11,13,0,50,219250
2008,11,13,1,0,234608
2008,11,13,1,10,245035
2008,11,13,1,20,254773
2008,11,13,1,30,280402
2008,11,13,1,40,280408
2008,11,13,1,50,267442
2008,11,13,2,0,265115
2008,11,13,2,10,286170
2008,11,13,2,20,284812
2008,11,13,2,30,287369
2008,11,13,2,40,281787
2008,11,13,2,50,270955
2008,11,13,3,0,261100
2008,11,13,3,10,250887
2008,11,13,3,20,243227
2008,11,13,3,30,232150
2008,11,13,3,40,223382
2008,11,13,3,50,197526
2008,11,13,4,0,157280
2008,11,13,4,10,164687
2008,11,13,4,20,144181
2008,11,13,4,30,88009
2008,11,13,4,40,63036
2008,11,13,4,50,68378
2008,11,13,5,0,70874
2008,11,13,5,10,40913
2008,11,13,5,20,20572
2008,11,13,5,30,16840
2008,11,13,5,40,11729
2008,11,13,5,50,8965
2008,11,13,6,0,7069
2008,11,13,6,10,15769
2008,11,13,6,20,37841
2008,11,13,6,30,61524
2008,11,13,6,40,67369
2008,11,13,6,50,44448
2008,11,13,7,0,28576
2008,11,13,7,10,52948
2008,11,13,7,20,104132
2008,11,13,7,30,139177
2008,11,13,7,40,162574
2008,11,13,7,50,190897
2008,11,13,8,0,212219
2008,11,13,8,10,224635
2008,11,13,8,20,233224
2008,11,13,8,30,245382
2008,11,13,8,40,248520
2008,11,13,8,50,220616
2008,11,13,9,0,221316
2008,11,13,9,10,236889
2008,11,13,9,20,233168
2008,11,13,9,30,248005
2008,11,13,9,40,262180
2008,11,13,9,50,280243
2008,11,13,10,0,283811
2008,11,13,10,10,283390
2008,11,13,10,20,283068
2008,11,13,10,30,282703
2008,11,13,10,40,282449
2008,11,13,10,50,281338
2008,11,13,11,0,281758
2008,11,13,11,10,282003
2008,11,13,11,20,281512
2008,11,13,11,30,281230
2008,11,13,11,40,283563
2008,11,13,11,50,282993
2008,11,13,12,0,283090
2008,11,13,12,10,283672
2008,11,13,12,20,281281
2008,11,13,12,30,280879
2008,11,13,12,40,279208
2008,11,13,12,50,271203
2008,11,13,13,0,256918
2008,11,13,13,10,259374
2008,11,13,13,20,253678
2008,11,13,13,30,220374
2008,11,13,13,40,192939
2008,11,13,13,50,187632
2008,11,13,14,0,205647
2008,11,13,14,10,234450
2008,11,13,14,20,256211
2008,11,13,14,30,227506
2008,11,13,14,40,209037
2008,11,13,14,50,208570
2008,11,13,15,0,206002
2008,11,13,15,10,227901
2008,11,13,15,20,201647
2008,11,13,15,30,182188
2008,11,13,15,40,162729
2008,11,13,15,50,158332
2008,11,13,16,0,118813
2008,11,13,16,10,116173
2008,11,13,16,20,168187
2008,11,13,16,30,176901
2008,11,13,16,40,121374
2008,11,13,16,50,71151
2008,11,13,17,0,54312
2008,11,13,17,10,49750
2008,11,13,17,20,20952
2008,11,13,17,30,27377
2008,11,13,17,40,19358
2008,11,13,17,50,15682
2008,11,13,18,0,23542
2008,11,13,18,10,32661
2008,11,13,18,20,46488
2008,11,13,18,30,61086
2008,11,13,18,40,72700
2008,11,13,18,50,68678
2008,11,13,19,0,103364
2008,11,13,19,10,100605
2008,11,13,19,20,87696
2008,11,13,19,30,65416
2008,11,13,19,40,66416
2008,11,13,19,50,147487
2008,11,13,20,0,166451
2008,11,13,20,10,138343
2008,11,13,20,20,110593
2008,11,13,20,30,119240
2008,11,13,20,40,135925
2008,11,13,20,50,114801
2008,11,13,21,0,147052
2008,11,13,21,10,150868
2008,11,13,21,20,151005
2008,11,13,21,30,125246
2008,11,13,21,40,105022
2008,11,13,21,50,103188
2008,11,13,22,0,89101
2008,11,13,22,10,84378
2008,11,13,22,20,80501
2008,11,13,22,30,85035
2008,11,13,22,40,68351
2008,11,13,22,50,75949
2008,11,13,23,0,92254
2008,11,13,23,10,170615
2008,11,13,23,20,263066
2008,11,13,23,30,285151
2008,11,13,23,40,279599
2008,11,13,23,50,270077
2008,11,14,0,0,249175
2008,11,14,0,10,262145
2008,11,14,0,20,283238
2008,11,14,0,30,280805
2008,11,14,0,40,271665
2008,11,14,0,50,260632
2008,11,14,1,0,268331
2008,11,14,1,10,270823
2008,11,14,1,20,257708
