Year,Month,Day,Hour,Minute,Total
2010,1,4,0,30,79876
2010,1,4,0,40,82233
2010,1,4,0,50,75700
2010,1,4,1,0,73407
2010,1,4,1,10,72963
2010,1,4,1,20,70770
2010,1,4,1,30,70477
2010,1,4,1,40,70420
2010,1,4,1,50,66197
2010,1,4,2,0,59257
2010,1,4,2,10,57480
2010,1,4,2,20,57018
2010,1,4,2,30,53591
2010,1,4,2,40,47992
2010,1,4,2,50,40946
2010,1,4,3,0,32067
2010,1,4,3,10,25773
2010,1,4,3,20,19829
2010,1,4,3,30,14638
2010,1,4,3,40,15379
2010,1,4,3,50,17091
2010,1,4,4,0,20970
2010,1,4,4,10,31482
2010,1,4,4,20,41175
2010,1,4,4,30,42484
2010,1,4,4,40,43274
2010,1,4,4,50,41811
2010,1,4,5,0,45612
2010,1,4,5,10,52686
2010,1,4,5,20,61072
2010,1,4,5,30,66689
2010,1,4,5,40,64163
2010,1,4,5,50,62467
2010,1,4,6,0,61560
2010,1,4,6,10,67902
2010,1,4,6,20,65459
2010,1,4,6,30,65461
2010,1,4,6,40,62183
2010,1,4,6,50,60653
2010,1,4,7,0,62087
2010,1,4,7,10,65847
2010,1,4,7,20,61514
2010,1,4,7,30,61982
2010,1,4,7,40,59112
2010,1,4,7,50,53157
2010,1,4,8,0,50456
2010,1,4,8,10,48162
2010,1,4,8,20,46240
2010,1,4,8,30,46981
2010,1,4,8,40,51759
2010,1,4,8,50,57086
2010,1,4,9,0,62018
2010,1,4,9,10,63073
2010,1,4,9,20,61423
2010,1,4,9,30,53480
2010,1,4,9,40,45740
2010,1,4,9,50,42088
2010,1,4,10,0,36014
2010,1,4,10,10,35119
2010,1,4,10,20,30253
2010,1,4,10,30,30281
2010,1,4,10,40,31814
2010,1,4,10,50,35607
2010,1,4,11,0,37107
2010,1,4,11,10,34268
2010,1,4,11,20,25393
2010,1,4,11,30,19734
2010,1,4,11,40,21213
2010,1,4,11,50,26174
2010,1,4,12,0,25850
2010,1,4,12,10,30422
2010,1,4,12,20,36213
2010,1,4,12,30,38455
2010,1,4,12,40,40027
2010,1,4,12,50,41916
2010,1,4,13,0,46000
2010,1,4,13,10,45666
2010,1,4,13,20,49225
2010,1,4,13,30,42209
2010,1,4,13,40,33111
2010,1,4,13,50,29379
2010,1,4,14,0,22618
2010,1,4,14,10,17715
2010,1,4,14,20,13097
2010,1,4,14,30,8487
2010,1,4,14,40,5861
2010,1,4,14,50,5532
2010,1,4,15,0,5658
2010,1,4,15,10,6529
2010,1,4,15,20,5496
2010,1,4,15,30,6945
2010,1,4,15,40,7918
2010,1,4,15,50,4398
2010,1,4,16,0,1635
2010,1,4,16,10,895
2010,1,4,16,20,2013
2010,1,4,16,30,3739
2010,1,4,16,40,7234
2010,1,4,16,50,5538
2010,1,4,17,0,3562
2010,1,4,17,10,5398
2010,1,4,17,20,7634
2010,1,4,17,30,6832
2010,1,4,17,40,4122
2010,1,4,17,50,830
2010,1,4,18,0,-1107
2010,1,4,18,10,-2595
2010,1,4,18,20,-2917
2010,1,4,18,30,-2744
2010,1,4,18,40,-2744
2010,1,4,18,50,-2743
2010,1,4,19,0,-2632
2010,1,4,19,10,-2824
2010,1,4,19,20,-2744
2010,1,4,19,30,-2744
2010,1,4,19,40,-2744
2010,1,4,19,50,-2744
2010,1,4,20,0,-2744
2010,1,4,20,10,-2744
2010,1,4,20,20,-2744
2010,1,4,20,30,-2722
2010,1,4,20,40,-1806
2010,1,4,20,50,-283
2010,1,4,21,0,1393
2010,1,4,21,10,4679
2010,1,4,21,20,7334
2010,1,4,21,30,12456
2010,1,4,21,40,19382
2010,1,4,21,50,27159
2010,1,4,22,0,31509
2010,1,4,22,10,34947
2010,1,4,22,20,37395
2010,1,4,22,30,42305
2010,1,4,22,40,48164
2010,1,4,22,50,48104
2010,1,4,23,0,45497
2010,1,4,23,10,45636
2010,1,4,23,20,42508
2010,1,4,23,30,38335
2010,1,4,23,40,44086
2010,1,4,23,50,56708
2010,1,5,0,0,63934
2010,1,5,0,10,73968
2010,1,5,0,20,76075
2010,1,5,0,30,73751
2010,1,5,0,40,75447
2010,1,5,0,50,74019
2010,1,5,1,0,73466
2010,1,5,1,10,73565
2010,1,5,1,20,74264
2010,1,5,1,30,71928
2010,1,5,1,40,61486
2010,1,5,1,50,54920
2010,1,5,2,0,56861
2010,1,5,2,10,58209
2010,1,5,2,20,53871
2010,1,5,2,30,54249
2010,1,5,2,40,49019
2010,1,5,2,50,49060
2010,1,5,3,0,46763
2010,1,5,3,10,46974
2010,1,5,3,20,48305
2010,1,5,3,30,46735
2010,1,5,3,40,39140
2010,1,5,3,50,29750
2010,1,5,4,0,24149
2010,1,5,4,10,18894
2010,1,5,4,20,19940
2010,1,5,4,30,19172
2010,1,5,4,40,17207
2010,1,5,4,50,13547
2010,1,5,5,0,11059
2010,1,5,5,10,7404
2010,1,5,5,20,4991
2010,1,5,5,30,3915
2010,1,5,5,40,2154
2010,1,5,5,50,1867
2010,1,5,6,0,3262
2010,1,5,6,10,4291
2010,1,5,6,20,5240
2010,1,5,6,30,7450
2010,1,5,6,40,9337
2010,1,5,6,50,9478
2010,1,5,7,0,7067
2010,1,5,7,10,5307
2010,1,5,7,20,5599
2010,1,5,7,30,6498
2010,1,5,7,40,6952
2010,1,5,7,50,6771
2010,1,5,8,0,11370
2010,1,5,8,10,16306
2010,1,5,8,20,13483
2010,1,5,8,30,1916
2010,1,5,8,40,595
2010,1,5,8,50,2524
2010,1,5,9,0,2874
2010,1,5,9,10,8954
2010,1,5,9,20,18451
2010,1,5,9,30,34971
2010,1,5,9,40,33276
2010,1,5,9,50,33014
2010,1,5,10,0,33857
2010,1,5,10,10,28941
2010,1,5,10,20,20968
2010,1,5,10,30,15696
2010,1,5,10,40,11612
2010,1,5,10,50,7006
2010,1,5,11,0,1941
2010,1,5,11,10,1472
2010,1,5,11,20,3246
2010,1,5,11,30,9977
2010,1,5,11,40,11210
2010,1,5,11,50,9548
2010,1,5,12,0,7055
2010,1,5,12,10,7163
2010,1,5,12,20,10809
2010,1,5,12,30,12050
2010,1,5,12,40,12760
2010,1,5,12,50,11086
2010,1,5,13,0,10057
2010,1,5,13,10,6510
2010,1,5,13,20,4538
2010,1,5,13,30,9009
2010,1,5,13,40,20796
2010,1,5,13,50,32934
2010,1,5,14,0,42010
2010,1,5,14,10,38693
2010,1,5,14,20,36978
2010,1,5,14,30,44157
2010,1,5,14,40,46894
2010,1,5,14,50,48015
2010,1,5,15,0,63834
2010,1,5,15,10,93312
2010,1,5,15,20,122228
2010,1,5,15,30,153778
2010,1,5,15,40,172544
2010,1,5,15,50,181701
2010,1,5,16,0,166179
2010,1,5,16,10,153916
2010,1,5,16,20,139310
2010,1,5,16,30,117824
2010,1,5,16,40,99250
2010,1,5,16,50,90737
2010,1,5,17,0,82601
2010,1,5,17,10,76118
2010,1,5,17,20,84675
2010,1,5,17,30,110744
2010,1,5,17,40,135188
2010,1,5,17,50,149515
2010,1,5,18,0,151814
2010,1,5,18,10,147819
2010,1,5,18,20,133695
2010,1,5,18,30,127097
2010,1,5,18,40,125029
2010,1,5,18,50,123554
2010,1,5,19,0,119159
2010,1,5,19,10,111455
2010,1,5,19,20,82295
2010,1,5,19,30,65082
2010,1,5,19,40,71487
2010,1,5,19,50,79716
2010,1,5,20,0,84652
2010,1,5,20,10,84111
2010,1,5,20,20,83131
2010,1,5,20,30,73965
2010,1,5,20,40,62619
2010,1,5,20,50,58959
2010,1,5,21,0,55182
2010,1,5,21,10,57694
2010,1,5,21,20,72564
2010,1,5,21,30,63112
2010,1,5,21,40,50921
2010,1,5,21,50,44494
2010,1,5,22,0,59980
2010,1,5,22,10,69191
2010,1,5,22,20,55343
2010,1,5,22,30,39942
2010,1,5,22,40,33093
2010,1,5,22,50,31912
2010,1,5,23,0,28940
2010,1,5,23,10,30985
2010,1,5,23,20,37236
2010,1,5,23,30,48862
2010,1,5,23,40,55177
2010,1,5,23,50,65121
2010,1,6,0,0,85756
2010,1,6,0,10,109419
2010,1,6,0,20,124395
2010,1,6,0,30,135326
2010,1,6,0,40,146200
2010,1,6,0,50,139388
2010,1,6,1,0,118195
2010,1,6,1,10,105373
2010,1,6,1,20,106301
2010,1,6,1,30,113354
2010,1,6,1,40,120000
2010,1,6,1,50,111334
2010,1,6,2,0,110165
2010,1,6,2,10,106009
2010,1,6,2,20,111588
2010,1,6,2,30,114891
2010,1,6,2,40,110026
2010,1,6,2,50,103436
2010,1,6,3,0,96671
2010,1,6,3,10,106718
2010,1,6,3,20,129545
2010,1,6,3,30,144252
2010,1,6,3,40,167862
2010,1,6,3,50,202451
2010,1,6,4,0,234424
2010,1,6,4,10,252345
2010,1,6,4,20,255411
2010,1,6,4,30,262355
2010,1,6,4,40,263257
2010,1,6,4,50,263169
2010,1,6,5,0,274340
2010,1,6,5,10,275765
2010,1,6,5,20,276399
2010,1,6,5,30,282483
2010,1,6,5,40,282679
2010,1,6,5,50,283746
2010,1,6,6,0,286503
2010,1,6,6,10,285178
2010,1,6,6,20,281683
2010,1,6,6,30,283512
2010,1,6,6,40,289827
2010,1,6,6,50,291081
2010,1,6,7,0,292502
2010,1,6,7,10,292887
2010,1,6,7,20,292348
2010,1,6,7,30,291762
2010,1,6,7,40,289443
2010,1,6,7,50,286302
2010,1,6,8,0,285603
2010,1,6,8,10,285058
2010,1,6,8,20,285804
2010,1,6,8,30,284819
2010,1,6,8,40,284824
2010,1,6,8,50,283257
2010,1,6,9,0,282588
2010,1,6,9,10,281955
2010,1,6,9,20,281960
2010,1,6,9,30,283059
2010,1,6,9,40,283396
2010,1,6,9,50,282668
2010,1,6,10,0,283405
2010,1,6,10,10,283414
2010,1,6,10,20,282193
2010,1,6,10,30,283067
2010,1,6,10,40,282931
2010,1,6,10,50,282078
2010,1,6,11,0,282457
2010,1,6,11,10,282676
2010,1,6,11,20,282819
2010,1,6,11,30,282213
2010,1,6,11,40,283166
2010,1,6,11,50,282623
2010,1,6,12,0,282747
2010,1,6,12,10,283195
2010,1,6,12,20,283892
2010,1,6,12,30,284620
2010,1,6,12,40,282568
2010,1,6,12,50,280383
2010,1,6,13,0,281447
2010,1,6,13,10,283078
2010,1,6,13,20,285195
2010,1,6,13,30,286025
2010,1,6,13,40,284933
2010,1,6,13,50,284164
2010,1,6,14,0,286250
2010,1,6,14,10,285620
2010,1,6,14,20,284083
2010,1,6,14,30,283620
2010,1,6,14,40,285374
2010,1,6,14,50,285493
2010,1,6,15,0,284784
2010,1,6,15,10,284909
2010,1,6,15,20,285638
2010,1,6,15,30,285679
2010,1,6,15,40,285403
2010,1,6,15,50,285428
2010,1,6,16,0,284936
2010,1,6,16,10,285436
2010,1,6,16,20,286302
2010,1,6,16,30,285775
2010,1,6,16,40,285245
2010,1,6,16,50,285147
2010,1,6,17,0,285816
2010,1,6,17,10,286250
2010,1,6,17,20,286984
2010,1,6,17,30,284911
2010,1,6,17,40,282263
2010,1,6,17,50,286464
2010,1,6,18,0,286358
2010,1,6,18,10,285326
2010,1,6,18,20,285484
2010,1,6,18,30,284104
2010,1,6,18,40,282770
2010,1,6,18,50,282212
2010,1,6,19,0,281957
2010,1,6,19,10,283060
2010,1,6,19,20,283260
2010,1,6,19,30,283290
2010,1,6,19,40,283362
2010,1,6,19,50,283070
2010,1,6,20,0,282735
2010,1,6,20,10,283425
2010,1,6,20,20,284076
2010,1,6,20,30,284246
2010,1,6,20,40,285304
2010,1,6,20,50,286731
2010,1,6,21,0,286797
2010,1,6,21,10,285588
2010,1,6,21,20,285266
2010,1,6,21,30,283948
2010,1,6,21,40,285140
2010,1,6,21,50,284700
2010,1,6,22,0,284932
2010,1,6,22,10,282801
2010,1,6,22,20,281086
2010,1,6,22,30,281091
2010,1,6,22,40,279262
2010,1,6,22,50,277660
2010,1,6,23,0,272441
2010,1,6,23,10,268126
2010,1,6,23,20,266435
2010,1,6,23,30,266263
2010,1,6,23,40,266708
2010,1,6,23,50,267184
2010,1,7,0,0,265652
2010,1,7,0,10,259797
2010,1,7,0,20,254720
2010,1,7,0,30,248060
2010,1,7,0,40,241804
2010,1,7,0,50,234664
2010,1,7,1,0,236013
2010,1,7,1,10,227814
2010,1,7,1,20,222174
2010,1,7,1,30,220253
2010,1,7,1,40,217760
2010,1,7,1,50,211858
2010,1,7,2,0,203678
2010,1,7,2,10,195838
2010,1,7,2,20,192543
2010,1,7,2,30,193255
2010,1,7,2,40,196836
2010,1,7,2,50,200090
2010,1,7,3,0,192162
2010,1,7,3,10,184099
2010,1,7,3,20,181241
2010,1,7,3,30,186821
2010,1,7,3,40,192215
2010,1,7,3,50,195477
2010,1,7,4,0,199104
2010,1,7,4,10,207040
2010,1,7,4,20,210934
2010,1,7,4,30,215611
2010,1,7,4,40,221673
2010,1,7,4,50,224965
2010,1,7,5,0,225645
2010,1,7,5,10,225259
2010,1,7,5,20,224987
2010,1,7,5,30,226743
2010,1,7,5,40,225788
2010,1,7,5,50,224814
2010,1,7,6,0,223821
2010,1,7,6,10,227288
2010,1,7,6,20,227359
2010,1,7,6,30,227964
2010,1,7,6,40,231441
2010,1,7,6,50,232047
2010,1,7,7,0,231961
2010,1,7,7,10,231430
2010,1,7,7,20,230720
2010,1,7,7,30,230834
2010,1,7,7,40,230426
2010,1,7,7,50,229830
2010,1,7,8,0,230297
2010,1,7,8,10,235412
2010,1,7,8,20,243744
2010,1,7,8,30,239060
2010,1,7,8,40,237245
2010,1,7,8,50,237193
2010,1,7,9,0,231280
2010,1,7,9,10,216306
2010,1,7,9,20,198543
2010,1,7,9,30,184630
2010,1,7,9,40,176062
2010,1,7,9,50,191263
2010,1,7,10,0,193127
2010,1,7,10,10,185389
2010,1,7,10,20,177953
2010,1,7,10,30,175406
2010,1,7,10,40,172711
2010,1,7,10,50,163571
2010,1,7,11,0,156014
2010,1,7,11,10,159085
2010,1,7,11,20,166018
2010,1,7,11,30,169485
2010,1,7,11,40,175696
2010,1,7,11,50,179802
2010,1,7,12,0,172330
2010,1,7,12,10,169297
2010,1,7,12,20,161802
2010,1,7,12,30,156562
2010,1,7,12,40,143911
2010,1,7,12,50,140069
2010,1,7,13,0,137859
2010,1,7,13,10,135500
2010,1,7,13,20,131733
2010,1,7,13,30,119904
2010,1,7,13,40,103684
2010,1,7,13,50,86077
2010,1,7,14,0,82622
2010,1,7,14,10,75507
2010,1,7,14,20,70710
2010,1,7,14,30,61274
2010,1,7,14,40,54792
2010,1,7,14,50,54373
2010,1,7,15,0,57799
2010,1,7,15,10,59559
2010,1,7,15,20,71166
2010,1,7,15,30,81808
2010,1,7,15,40,88591
2010,1,7,15,50,95094
2010,1,7,16,0,83558
2010,1,7,16,10,87117
2010,1,7,16,20,74310
2010,1,7,16,30,65447
2010,1,7,16,40,66257
2010,1,7,16,50,76512
2010,1,7,17,0,88889
2010,1,7,17,10,107845
2010,1,7,17,20,113567
2010,1,7,17,30,113684
2010,1,7,17,40,113847
2010,1,7,17,50,119199
2010,1,7,18,0,130971
2010,1,7,18,10,151962
2010,1,7,18,20,162048
2010,1,7,18,30,174997
2010,1,7,18,40,180416
2010,1,7,18,50,181942
2010,1,7,19,0,168269
2010,1,7,19,10,146211
2010,1,7,19,20,123806
2010,1,7,19,30,112960
2010,1,7,19,40,102792
2010,1,7,19,50,95922
2010,1,7,20,0,92948
2010,1,7,20,10,83936
2010,1,7,20,20,74050
2010,1,7,20,30,77794
2010,1,7,20,40,76887
2010,1,7,20,50,74960
2010,1,7,21,0,80850
2010,1,7,21,10,74669
2010,1,7,21,20,65833
2010,1,7,21,30,62643
